2019-09-29 21.18.18 2143620498159075611_대림미술관.jpg;오늘 날씨두 좋구하여 윗동네로 마실#9월의마지막주말 #대림미술관 #하이메아욘 #SERIOUSFUN
2019-10-13 12.33.05 2153503004827980506_대림미술관.jpg;#부지런히움직인덕 #전시는쾌적하게 #잘도싸돌아다님 #대림미술관 #하이메아욘 #jamiehayon #잘모름 #착한변태형같다 #재밌게잘봄
2019-10-13 12.33.05 2153503007738930889_대림미술관.jpg;#부지런히움직인덕 #전시는쾌적하게 #잘도싸돌아다님 #대림미술관 #하이메아욘 #jamiehayon #잘모름 #착한변태형같다 #재밌게잘봄
2019-10-13 12.44.47 2153508897532849273_대림미술관.jpg;-날씨좋은 서촌입니다 🍀한주의 마무리도 고스마에서 기분좋게하고가세요 🙇‍♂️-그럼 오늘도 와인 한잔 하세요🥂-Ci vediamo !!-#서촌 #서촌맛집 #맛집 #경복궁 #경복궁맛집 #고스마 #파스타 #맛집투어 #종로 #gosma #원테이블 #단체 #단체회식 #와인 #서촌와인 #대관 #연말모임 #경복궁역맛집 #서촌파스타 #데이트 #파스타 #서촌데이트 #서촌회식 #회식 #대림미술관맛집 #서촌바 #서촌레스토랑 #서촌대관 #대림미술관
2019-10-13 12.49.42 2153511368758409275_대림미술관.jpg;금일 Full moon 예정입니다다음날을 맞이하기전에 저녁하늘을 봐주세요.이탈리아에서 온 피스타치오로 만든 젤라또 새로 내었습니다🤓.바나나와 호지차 한바트씩 남았습니다!.❇️젤라또이탈리아피스타치오✅마롱글라쎄호지차스트라치아텔라클래식바닐라로투스바질우유프랑스쇼콜라라즈베리크림치즈잔두야민트초코칩리조쑥인절미제주말차.❇️소르벳또백향과바나나.#스쿠퍼 #scooper #scoopergelato #스쿠퍼젤라또 #스쿱퍼 #서촌 #젤라또 #gelato #서촌스쿠퍼 #서촌젤라또 #서촌디저트 #서촌데이트 #서촌나들이 #경복궁역맛집 #경복궁맛집 #경복궁 #대림미술관 #수성동계곡 #박노수미술관
2019-10-13 13.07.32 2153520349862752930_대림미술관.jpg;비슷한 취향 - @2.hnaa_•••[SIMILAR TASTE IN]Please let us know if you seriously hate us to upload yours
2019-10-13 13.16.16 2153524740275711678_대림미술관.jpg;🎁📷🥰😍친구가 이런 문화 생활도 해야한다며미술관 동행♡간만이라 넘 재밌음~밖에 너무 오랫만에 나와서 신났음🎶좋은 글귀도 많고 좋당~~🤗굿즈를 그냥 못지나가고...요요와 병따개를 가져오다..#서촌 #대림미술관 #전시회 #간만에 #문화생활 #좋으당❤️ #재밌어 #신났어 #좋았어 #힐링타임🌿 #굿즈는 #덤 #그냥못지나침😂 #친친👭
2019-10-13 13.16.16 2153524740292457209_대림미술관.jpg;🎁📷🥰😍친구가 이런 문화 생활도 해야한다며미술관 동행♡간만이라 넘 재밌음~밖에 너무 오랫만에 나와서 신났음🎶좋은 글귀도 많고 좋당~~🤗굿즈를 그냥 못지나가고...요요와 병따개를 가져오다..#서촌 #대림미술관 #전시회 #간만에 #문화생활 #좋으당❤️ #재밌어 #신났어 #좋았어 #힐링타임🌿 #굿즈는 #덤 #그냥못지나침😂 #친친👭
2019-10-13 13.16.16 2153524740292580993_대림미술관.jpg;🎁📷🥰😍친구가 이런 문화 생활도 해야한다며미술관 동행♡간만이라 넘 재밌음~밖에 너무 오랫만에 나와서 신났음🎶좋은 글귀도 많고 좋당~~🤗굿즈를 그냥 못지나가고...요요와 병따개를 가져오다..#서촌 #대림미술관 #전시회 #간만에 #문화생활 #좋으당❤️ #재밌어 #신났어 #좋았어 #힐링타임🌿 #굿즈는 #덤 #그냥못지나침😂 #친친👭
2019-10-13 13.16.16 2153524740300932235_대림미술관.jpg;🎁📷🥰😍친구가 이런 문화 생활도 해야한다며미술관 동행♡간만이라 넘 재밌음~밖에 너무 오랫만에 나와서 신났음🎶좋은 글귀도 많고 좋당~~🤗굿즈를 그냥 못지나가고...요요와 병따개를 가져오다..#서촌 #대림미술관 #전시회 #간만에 #문화생활 #좋으당❤️ #재밌어 #신났어 #좋았어 #힐링타임🌿 #굿즈는 #덤 #그냥못지나침😂 #친친👭
2019-10-13 13.16.16 2153524740309283383_대림미술관.jpg;🎁📷🥰😍친구가 이런 문화 생활도 해야한다며미술관 동행♡간만이라 넘 재밌음~밖에 너무 오랫만에 나와서 신났음🎶좋은 글귀도 많고 좋당~~🤗굿즈를 그냥 못지나가고...요요와 병따개를 가져오다..#서촌 #대림미술관 #전시회 #간만에 #문화생활 #좋으당❤️ #재밌어 #신났어 #좋았어 #힐링타임🌿 #굿즈는 #덤 #그냥못지나침😂 #친친👭
2019-10-13 13.16.16 2153524740309366941_대림미술관.jpg;🎁📷🥰😍친구가 이런 문화 생활도 해야한다며미술관 동행♡간만이라 넘 재밌음~밖에 너무 오랫만에 나와서 신났음🎶좋은 글귀도 많고 좋당~~🤗굿즈를 그냥 못지나가고...요요와 병따개를 가져오다..#서촌 #대림미술관 #전시회 #간만에 #문화생활 #좋으당❤️ #재밌어 #신났어 #좋았어 #힐링타임🌿 #굿즈는 #덤 #그냥못지나침😂 #친친👭
2019-10-13 13.16.16 2153524740317571208_대림미술관.jpg;🎁📷🥰😍친구가 이런 문화 생활도 해야한다며미술관 동행♡간만이라 넘 재밌음~밖에 너무 오랫만에 나와서 신났음🎶좋은 글귀도 많고 좋당~~🤗굿즈를 그냥 못지나가고...요요와 병따개를 가져오다..#서촌 #대림미술관 #전시회 #간만에 #문화생활 #좋으당❤️ #재밌어 #신났어 #좋았어 #힐링타임🌿 #굿즈는 #덤 #그냥못지나침😂 #친친👭
2019-10-13 13.16.16 2153524740326143586_대림미술관.jpg;🎁📷🥰😍친구가 이런 문화 생활도 해야한다며미술관 동행♡간만이라 넘 재밌음~밖에 너무 오랫만에 나와서 신났음🎶좋은 글귀도 많고 좋당~~🤗굿즈를 그냥 못지나가고...요요와 병따개를 가져오다..#서촌 #대림미술관 #전시회 #간만에 #문화생활 #좋으당❤️ #재밌어 #신났어 #좋았어 #힐링타임🌿 #굿즈는 #덤 #그냥못지나침😂 #친친👭
2019-10-13 13.16.16 2153524740334431786_대림미술관.jpg;🎁📷🥰😍친구가 이런 문화 생활도 해야한다며미술관 동행♡간만이라 넘 재밌음~밖에 너무 오랫만에 나와서 신났음🎶좋은 글귀도 많고 좋당~~🤗굿즈를 그냥 못지나가고...요요와 병따개를 가져오다..#서촌 #대림미술관 #전시회 #간만에 #문화생활 #좋으당❤️ #재밌어 #신났어 #좋았어 #힐링타임🌿 #굿즈는 #덤 #그냥못지나침😂 #친친👭
2019-10-13 13.16.16 2153524744033698248_대림미술관.jpg;🎁📷🥰😍친구가 이런 문화 생활도 해야한다며미술관 동행♡간만이라 넘 재밌음~밖에 너무 오랫만에 나와서 신났음🎶좋은 글귀도 많고 좋당~~🤗굿즈를 그냥 못지나가고...요요와 병따개를 가져오다..#서촌 #대림미술관 #전시회 #간만에 #문화생활 #좋으당❤️ #재밌어 #신났어 #좋았어 #힐링타임🌿 #굿즈는 #덤 #그냥못지나침😂 #친친👭
2019-10-13 13.38.28 2153535912373910250_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 뉴니랑❣️ 사진강좌 듣고오면 또만나🤣
2019-10-13 13.38.28 2153535912390443303_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 뉴니랑❣️ 사진강좌 듣고오면 또만나🤣
2019-10-13 13.38.28 2153535912399000908_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 뉴니랑❣️ 사진강좌 듣고오면 또만나🤣
2019-10-13 13.38.28 2153535912407413021_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 뉴니랑❣️ 사진강좌 듣고오면 또만나🤣
2019-10-13 13.38.28 2153535912415676911_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 뉴니랑❣️ 사진강좌 듣고오면 또만나🤣
2019-10-13 13.38.28 2153535912424103417_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 뉴니랑❣️ 사진강좌 듣고오면 또만나🤣
2019-10-13 13.38.28 2153535914571538929_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 뉴니랑❣️ 사진강좌 듣고오면 또만나🤣
2019-10-13 13.52.04 2153542759458092405_대림미술관.jpg;19년 10월 9일 수요일 한글날 #대림미술관#미술관#전시#전시회#하이메아욘#하이메아욘숨겨진일곱가지사연 오픈일찍갔는데도 사람이 꽤 있긴했다 후딱 12분정도 보고 나옴
2019-10-13 13.52.04 2153542761941274063_대림미술관.jpg;19년 10월 9일 수요일 한글날 #대림미술관#미술관#전시#전시회#하이메아욘#하이메아욘숨겨진일곱가지사연 오픈일찍갔는데도 사람이 꽤 있긴했다 후딱 12분정도 보고 나옴
2019-10-13 13.56.45 2153545116807553102_대림미술관.jpg;아주머니의 일탈간만의 문화생활에 기분이가 좋아🙌역시 우리팀 여직원들 센스👍👍팀 워크샵 코스를 너무 취향저격으로 짰네❤️ #대림미술관 #하이메아욘 #문화생활 #취향저격  #워크샵 #기분전환 #리프레쉬 #워킹맘 #워킹맘스타그램
2019-10-13 13.56.45 2153545116815859711_대림미술관.jpg;아주머니의 일탈간만의 문화생활에 기분이가 좋아🙌역시 우리팀 여직원들 센스👍👍팀 워크샵 코스를 너무 취향저격으로 짰네❤️ #대림미술관 #하이메아욘 #문화생활 #취향저격  #워크샵 #기분전환 #리프레쉬 #워킹맘 #워킹맘스타그램
2019-10-13 13.56.45 2153545116832571949_대림미술관.jpg;아주머니의 일탈간만의 문화생활에 기분이가 좋아🙌역시 우리팀 여직원들 센스👍👍팀 워크샵 코스를 너무 취향저격으로 짰네❤️ #대림미술관 #하이메아욘 #문화생활 #취향저격  #워크샵 #기분전환 #리프레쉬 #워킹맘 #워킹맘스타그램
2019-10-13 13.56.45 2153545116841000439_대림미술관.jpg;아주머니의 일탈간만의 문화생활에 기분이가 좋아🙌역시 우리팀 여직원들 센스👍👍팀 워크샵 코스를 너무 취향저격으로 짰네❤️ #대림미술관 #하이메아욘 #문화생활 #취향저격  #워크샵 #기분전환 #리프레쉬 #워킹맘 #워킹맘스타그램
2019-10-13 13.56.45 2153545116849418494_대림미술관.jpg;아주머니의 일탈간만의 문화생활에 기분이가 좋아🙌역시 우리팀 여직원들 센스👍👍팀 워크샵 코스를 너무 취향저격으로 짰네❤️ #대림미술관 #하이메아욘 #문화생활 #취향저격  #워크샵 #기분전환 #리프레쉬 #워킹맘 #워킹맘스타그램
2019-10-13 13.56.45 2153545116857777056_대림미술관.jpg;아주머니의 일탈간만의 문화생활에 기분이가 좋아🙌역시 우리팀 여직원들 센스👍👍팀 워크샵 코스를 너무 취향저격으로 짰네❤️ #대림미술관 #하이메아욘 #문화생활 #취향저격  #워크샵 #기분전환 #리프레쉬 #워킹맘 #워킹맘스타그램
2019-10-13 13.56.45 2153545116866184102_대림미술관.jpg;아주머니의 일탈간만의 문화생활에 기분이가 좋아🙌역시 우리팀 여직원들 센스👍👍팀 워크샵 코스를 너무 취향저격으로 짰네❤️ #대림미술관 #하이메아욘 #문화생활 #취향저격  #워크샵 #기분전환 #리프레쉬 #워킹맘 #워킹맘스타그램
2019-10-13 13.56.45 2153545116874526948_대림미술관.jpg;아주머니의 일탈간만의 문화생활에 기분이가 좋아🙌역시 우리팀 여직원들 센스👍👍팀 워크샵 코스를 너무 취향저격으로 짰네❤️ #대림미술관 #하이메아욘 #문화생활 #취향저격  #워크샵 #기분전환 #리프레쉬 #워킹맘 #워킹맘스타그램
2019-10-13 13.56.45 2153545116899643918_대림미술관.jpg;아주머니의 일탈간만의 문화생활에 기분이가 좋아🙌역시 우리팀 여직원들 센스👍👍팀 워크샵 코스를 너무 취향저격으로 짰네❤️ #대림미술관 #하이메아욘 #문화생활 #취향저격  #워크샵 #기분전환 #리프레쉬 #워킹맘 #워킹맘스타그램
2019-10-13 13.56.45 2153545119147996041_대림미술관.jpg;아주머니의 일탈간만의 문화생활에 기분이가 좋아🙌역시 우리팀 여직원들 센스👍👍팀 워크샵 코스를 너무 취향저격으로 짰네❤️ #대림미술관 #하이메아욘 #문화생활 #취향저격  #워크샵 #기분전환 #리프레쉬 #워킹맘 #워킹맘스타그램
2019-10-13 14.52.18 2153573080106513236_대림미술관.jpg;#입집어넣어.......#배고파 #입나온 #딸 #🤣#서울나들이 #광화문 #대림미술관 #인사동 #런닝맨체험관#엄마랑딸 #모녀 #내미니미 #내딸 #딸램 #모녀셀카 #일상#내눈엔 #세젤예 #세젤귀 #내보물 #내새끼 #딸바보#momanddaughter #myminime #iloveyou #💕
2019-10-13 15.27.18 2153590692968930672_대림미술관.jpg;문화생활 #대림미술관 #하이메아욘
2019-10-13 15.27.18 2153590695401791410_대림미술관.jpg;문화생활 #대림미술관 #하이메아욘
2019-10-13 15.28.00 2153591047966450374_대림미술관.jpg;오늘 한강가면 이쁜 노을 볼 수 있을까요?..........#한강 에서 #노을 지는거 바라보며 #맥주 한잔 #🍺 하고싶은 #하늘 이네ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ새로운사진이 없어서 매일 지난사진 업로드중#올어바웃니콘 #니콘의시선 #D810 #2470#photooftheday#코코카피탄#cococapitan #대림미술관 #전시회 #전시 #종로 #광화문 #경복궁 #백수 #사진 #오늘의사진#데일리 #일상 #감성사진#야경 #풍경 #스냅 #인물사진#일상스타그램 #사진스타그램
2019-10-13 15.29.51 2153591974103818449_대림미술관.jpg;대림미술관 스페인 출신 `하이메 아욘'<숨겨진 일곱가지 사연>토이스토리 처럼 사물에 깃든 영혼을함께 담아낸 마법같은 디자인~대림미술관 각 전시공간을 작가가 직접디자인해서 바닥의 스마일타일까지온몸으로 흠뻑 빠져드는 전시^^#대림미술관 #디뮤지엄 #하이메아욘 #숨겨진일곱가지사연 #스페인
2019-10-13 15.29.51 2153591974120523111_대림미술관.jpg;대림미술관 스페인 출신 `하이메 아욘'<숨겨진 일곱가지 사연>토이스토리 처럼 사물에 깃든 영혼을함께 담아낸 마법같은 디자인~대림미술관 각 전시공간을 작가가 직접디자인해서 바닥의 스마일타일까지온몸으로 흠뻑 빠져드는 전시^^#대림미술관 #디뮤지엄 #하이메아욘 #숨겨진일곱가지사연 #스페인
2019-10-13 15.29.51 2153591974137193882_대림미술관.jpg;대림미술관 스페인 출신 `하이메 아욘'<숨겨진 일곱가지 사연>토이스토리 처럼 사물에 깃든 영혼을함께 담아낸 마법같은 디자인~대림미술관 각 전시공간을 작가가 직접디자인해서 바닥의 스마일타일까지온몸으로 흠뻑 빠져드는 전시^^#대림미술관 #디뮤지엄 #하이메아욘 #숨겨진일곱가지사연 #스페인
2019-10-13 15.29.51 2153591974145658490_대림미술관.jpg;대림미술관 스페인 출신 `하이메 아욘'<숨겨진 일곱가지 사연>토이스토리 처럼 사물에 깃든 영혼을함께 담아낸 마법같은 디자인~대림미술관 각 전시공간을 작가가 직접디자인해서 바닥의 스마일타일까지온몸으로 흠뻑 빠져드는 전시^^#대림미술관 #디뮤지엄 #하이메아욘 #숨겨진일곱가지사연 #스페인
2019-10-13 15.29.51 2153591974162364908_대림미술관.jpg;대림미술관 스페인 출신 `하이메 아욘'<숨겨진 일곱가지 사연>토이스토리 처럼 사물에 깃든 영혼을함께 담아낸 마법같은 디자인~대림미술관 각 전시공간을 작가가 직접디자인해서 바닥의 스마일타일까지온몸으로 흠뻑 빠져드는 전시^^#대림미술관 #디뮤지엄 #하이메아욘 #숨겨진일곱가지사연 #스페인
2019-10-13 15.29.51 2153591974179232998_대림미술관.jpg;대림미술관 스페인 출신 `하이메 아욘'<숨겨진 일곱가지 사연>토이스토리 처럼 사물에 깃든 영혼을함께 담아낸 마법같은 디자인~대림미술관 각 전시공간을 작가가 직접디자인해서 바닥의 스마일타일까지온몸으로 흠뻑 빠져드는 전시^^#대림미술관 #디뮤지엄 #하이메아욘 #숨겨진일곱가지사연 #스페인
2019-10-13 15.29.51 2153591974204296680_대림미술관.jpg;대림미술관 스페인 출신 `하이메 아욘'<숨겨진 일곱가지 사연>토이스토리 처럼 사물에 깃든 영혼을함께 담아낸 마법같은 디자인~대림미술관 각 전시공간을 작가가 직접디자인해서 바닥의 스마일타일까지온몸으로 흠뻑 빠져드는 전시^^#대림미술관 #디뮤지엄 #하이메아욘 #숨겨진일곱가지사연 #스페인
2019-10-13 15.29.51 2153591974212773380_대림미술관.jpg;대림미술관 스페인 출신 `하이메 아욘'<숨겨진 일곱가지 사연>토이스토리 처럼 사물에 깃든 영혼을함께 담아낸 마법같은 디자인~대림미술관 각 전시공간을 작가가 직접디자인해서 바닥의 스마일타일까지온몸으로 흠뻑 빠져드는 전시^^#대림미술관 #디뮤지엄 #하이메아욘 #숨겨진일곱가지사연 #스페인
2019-10-13 15.29.51 2153591974246360148_대림미술관.jpg;대림미술관 스페인 출신 `하이메 아욘'<숨겨진 일곱가지 사연>토이스토리 처럼 사물에 깃든 영혼을함께 담아낸 마법같은 디자인~대림미술관 각 전시공간을 작가가 직접디자인해서 바닥의 스마일타일까지온몸으로 흠뻑 빠져드는 전시^^#대림미술관 #디뮤지엄 #하이메아욘 #숨겨진일곱가지사연 #스페인
2019-10-13 15.29.51 2153591976729421633_대림미술관.jpg;대림미술관 스페인 출신 `하이메 아욘'<숨겨진 일곱가지 사연>토이스토리 처럼 사물에 깃든 영혼을함께 담아낸 마법같은 디자인~대림미술관 각 전시공간을 작가가 직접디자인해서 바닥의 스마일타일까지온몸으로 흠뻑 빠져드는 전시^^#대림미술관 #디뮤지엄 #하이메아욘 #숨겨진일곱가지사연 #스페인
2019-10-13 15.40.27 2153597309015054781_대림미술관.jpg;.눈과 마음이 즐거웠던 전시회#하이메아욘 #숨겨진일곱가지사연
2019-10-13 15.40.27 2153597309073921826_대림미술관.jpg;.눈과 마음이 즐거웠던 전시회#하이메아욘 #숨겨진일곱가지사연
2019-10-13 15.40.27 2153597309082142933_대림미술관.jpg;.눈과 마음이 즐거웠던 전시회#하이메아욘 #숨겨진일곱가지사연
2019-10-13 15.40.27 2153597309090664833_대림미술관.jpg;.눈과 마음이 즐거웠던 전시회#하이메아욘 #숨겨진일곱가지사연
2019-10-13 15.40.27 2153597309099095739_대림미술관.jpg;.눈과 마음이 즐거웠던 전시회#하이메아욘 #숨겨진일곱가지사연
2019-10-13 15.40.27 2153597309107418103_대림미술관.jpg;.눈과 마음이 즐거웠던 전시회#하이메아욘 #숨겨진일곱가지사연
2019-10-13 15.40.27 2153597309115766986_대림미술관.jpg;.눈과 마음이 즐거웠던 전시회#하이메아욘 #숨겨진일곱가지사연
2019-10-13 15.40.27 2153597311951045467_대림미술관.jpg;.눈과 마음이 즐거웠던 전시회#하이메아욘 #숨겨진일곱가지사연
2019-10-13 15.47.46 2153600996673431797_대림미술관.jpg;미술관 바닥에 앉아 한참을 봤다. 사물을 다르게 바라보는 것만으로 원시에서 클래식을 넘나든다. 또 합치고 나누어, 두드리고 깎아 생각의 모습을 드러낸다. 의미를 담지만 어렵지 않고, 장난스럽지만 천박하지 않다. 타고난 이야기꾼이다.#하이메아욘 #대림미술관
2019-10-13 15.47.46 2153600996681822730_대림미술관.jpg;미술관 바닥에 앉아 한참을 봤다. 사물을 다르게 바라보는 것만으로 원시에서 클래식을 넘나든다. 또 합치고 나누어, 두드리고 깎아 생각의 모습을 드러낸다. 의미를 담지만 어렵지 않고, 장난스럽지만 천박하지 않다. 타고난 이야기꾼이다.#하이메아욘 #대림미술관
2019-10-13 15.47.46 2153600996690234454_대림미술관.jpg;미술관 바닥에 앉아 한참을 봤다. 사물을 다르게 바라보는 것만으로 원시에서 클래식을 넘나든다. 또 합치고 나누어, 두드리고 깎아 생각의 모습을 드러낸다. 의미를 담지만 어렵지 않고, 장난스럽지만 천박하지 않다. 타고난 이야기꾼이다.#하이메아욘 #대림미술관
2019-10-13 15.47.46 2153600999139717972_대림미술관.jpg;미술관 바닥에 앉아 한참을 봤다. 사물을 다르게 바라보는 것만으로 원시에서 클래식을 넘나든다. 또 합치고 나누어, 두드리고 깎아 생각의 모습을 드러낸다. 의미를 담지만 어렵지 않고, 장난스럽지만 천박하지 않다. 타고난 이야기꾼이다.#하이메아욘 #대림미술관
2019-10-13 15.57.46 2153606031472015498_대림미술관.jpg;serious fun#대림미술관
2019-10-13 16.13.13 2153613800440832030_대림미술관.jpg;#하이메아욘 전시가 고퀄 🥰🏃🏻‍♀️디테일이 살았움 #대림미술관
2019-10-13 16.13.13 2153613800457495149_대림미술관.jpg;#하이메아욘 전시가 고퀄 🥰🏃🏻‍♀️디테일이 살았움 #대림미술관
2019-10-13 16.13.13 2153613800457596137_대림미술관.jpg;#하이메아욘 전시가 고퀄 🥰🏃🏻‍♀️디테일이 살았움 #대림미술관
2019-10-13 16.13.13 2153613800465809381_대림미술관.jpg;#하이메아욘 전시가 고퀄 🥰🏃🏻‍♀️디테일이 살았움 #대림미술관
2019-10-13 16.13.13 2153613803116739346_대림미술관.jpg;#하이메아욘 전시가 고퀄 🥰🏃🏻‍♀️디테일이 살았움 #대림미술관
2019-10-13 16.17.30 2153615956354944774_대림미술관.jpg;한글날 기념 나들이의 늦은 갱신구석구석 좋았던 (인파는 안 좋았던) 서촌과색감과 발상이 인상적이었던 하이메 아욘 전시전마지막은 영화를 너무 감명깊게 본 이남준 (24세)함께 #김핸빵
2019-10-13 16.17.30 2153615956380035882_대림미술관.jpg;한글날 기념 나들이의 늦은 갱신구석구석 좋았던 (인파는 안 좋았던) 서촌과색감과 발상이 인상적이었던 하이메 아욘 전시전마지막은 영화를 너무 감명깊게 본 이남준 (24세)함께 #김핸빵
2019-10-13 16.17.30 2153615956388362963_대림미술관.jpg;한글날 기념 나들이의 늦은 갱신구석구석 좋았던 (인파는 안 좋았던) 서촌과색감과 발상이 인상적이었던 하이메 아욘 전시전마지막은 영화를 너무 감명깊게 본 이남준 (24세)함께 #김핸빵
2019-10-13 16.17.30 2153615956396761311_대림미술관.jpg;한글날 기념 나들이의 늦은 갱신구석구석 좋았던 (인파는 안 좋았던) 서촌과색감과 발상이 인상적이었던 하이메 아욘 전시전마지막은 영화를 너무 감명깊게 본 이남준 (24세)함께 #김핸빵
2019-10-13 16.17.30 2153615956396888235_대림미술관.jpg;한글날 기념 나들이의 늦은 갱신구석구석 좋았던 (인파는 안 좋았던) 서촌과색감과 발상이 인상적이었던 하이메 아욘 전시전마지막은 영화를 너무 감명깊게 본 이남준 (24세)함께 #김핸빵
2019-10-13 16.17.30 2153615956413731016_대림미술관.jpg;한글날 기념 나들이의 늦은 갱신구석구석 좋았던 (인파는 안 좋았던) 서촌과색감과 발상이 인상적이었던 하이메 아욘 전시전마지막은 영화를 너무 감명깊게 본 이남준 (24세)함께 #김핸빵
2019-10-13 16.17.30 2153615960582909097_대림미술관.jpg;한글날 기념 나들이의 늦은 갱신구석구석 좋았던 (인파는 안 좋았던) 서촌과색감과 발상이 인상적이었던 하이메 아욘 전시전마지막은 영화를 너무 감명깊게 본 이남준 (24세)함께 #김핸빵
2019-10-13 16.22.43 2153618584629481219_대림미술관.jpg;새로운 향수 샀다🔫#하이메아욘숨겨진일곱가지사연 #대림미술관 #granhandlab
2019-10-13 16.22.43 2153618584637971938_대림미술관.jpg;새로운 향수 샀다🔫#하이메아욘숨겨진일곱가지사연 #대림미술관 #granhandlab
2019-10-13 16.22.43 2153618584646363419_대림미술관.jpg;새로운 향수 샀다🔫#하이메아욘숨겨진일곱가지사연 #대림미술관 #granhandlab
2019-10-13 16.22.43 2153618584654623307_대림미술관.jpg;새로운 향수 샀다🔫#하이메아욘숨겨진일곱가지사연 #대림미술관 #granhandlab
2019-10-13 16.22.43 2153618584654739528_대림미술관.jpg;새로운 향수 샀다🔫#하이메아욘숨겨진일곱가지사연 #대림미술관 #granhandlab
2019-10-13 16.22.43 2153618584663019026_대림미술관.jpg;새로운 향수 샀다🔫#하이메아욘숨겨진일곱가지사연 #대림미술관 #granhandlab
2019-10-13 16.22.43 2153618584671414100_대림미술관.jpg;새로운 향수 샀다🔫#하이메아욘숨겨진일곱가지사연 #대림미술관 #granhandlab
2019-10-13 16.22.43 2153618584679882657_대림미술관.jpg;새로운 향수 샀다🔫#하이메아욘숨겨진일곱가지사연 #대림미술관 #granhandlab
2019-10-13 16.22.43 2153618584696624597_대림미술관.jpg;새로운 향수 샀다🔫#하이메아욘숨겨진일곱가지사연 #대림미술관 #granhandlab
2019-10-13 16.22.43 2153618587842284579_대림미술관.jpg;새로운 향수 샀다🔫#하이메아욘숨겨진일곱가지사연 #대림미술관 #granhandlab
2019-10-13 16.24.26 2153619447785216976_대림미술관.jpg;칸토 졸려😴#칸쵸
2019-10-13 16.30.48 2153622651074264739_대림미술관.jpg;#0928#경복궁역카페#대림미술관#미술관옆집#기분좋은햇살#아메리카노#카페라떼전시회보러 갔다가 친구 기다리느라 들어간 미술관옆집들어가는 입구부터 초록초록 아담한 정원, 홀에서 커피를 마실때 정원쪽이 통유리로 되어있어 그게 또 한폭의 그림같기도 하고.인테리어, 분위기 다 내스타일커피는 그냥 쏘쏘했지만, 마실때 분위기와 내기분이 좋았어서 그런지 긍정적인 이미지가 콕.
2019-10-13 16.30.48 2153622651082685722_대림미술관.jpg;#0928#경복궁역카페#대림미술관#미술관옆집#기분좋은햇살#아메리카노#카페라떼전시회보러 갔다가 친구 기다리느라 들어간 미술관옆집들어가는 입구부터 초록초록 아담한 정원, 홀에서 커피를 마실때 정원쪽이 통유리로 되어있어 그게 또 한폭의 그림같기도 하고.인테리어, 분위기 다 내스타일커피는 그냥 쏘쏘했지만, 마실때 분위기와 내기분이 좋았어서 그런지 긍정적인 이미지가 콕.
2019-10-13 16.30.48 2153622651099482535_대림미술관.jpg;#0928#경복궁역카페#대림미술관#미술관옆집#기분좋은햇살#아메리카노#카페라떼전시회보러 갔다가 친구 기다리느라 들어간 미술관옆집들어가는 입구부터 초록초록 아담한 정원, 홀에서 커피를 마실때 정원쪽이 통유리로 되어있어 그게 또 한폭의 그림같기도 하고.인테리어, 분위기 다 내스타일커피는 그냥 쏘쏘했지만, 마실때 분위기와 내기분이 좋았어서 그런지 긍정적인 이미지가 콕.
2019-10-13 16.30.48 2153622651108037575_대림미술관.jpg;#0928#경복궁역카페#대림미술관#미술관옆집#기분좋은햇살#아메리카노#카페라떼전시회보러 갔다가 친구 기다리느라 들어간 미술관옆집들어가는 입구부터 초록초록 아담한 정원, 홀에서 커피를 마실때 정원쪽이 통유리로 되어있어 그게 또 한폭의 그림같기도 하고.인테리어, 분위기 다 내스타일커피는 그냥 쏘쏘했지만, 마실때 분위기와 내기분이 좋았어서 그런지 긍정적인 이미지가 콕.
2019-10-13 16.30.48 2153622653968352790_대림미술관.jpg;#0928#경복궁역카페#대림미술관#미술관옆집#기분좋은햇살#아메리카노#카페라떼전시회보러 갔다가 친구 기다리느라 들어간 미술관옆집들어가는 입구부터 초록초록 아담한 정원, 홀에서 커피를 마실때 정원쪽이 통유리로 되어있어 그게 또 한폭의 그림같기도 하고.인테리어, 분위기 다 내스타일커피는 그냥 쏘쏘했지만, 마실때 분위기와 내기분이 좋았어서 그런지 긍정적인 이미지가 콕.
2019-10-13 16.33.41 2153624106766316414_대림미술관.jpg;...#하이메아욘#jaimehayon ..#일곱가지숨겨진사연 ..#대림미술관#daerimmuseum.모든 꿈을 현실로 만들어내다!
2019-10-13 16.33.41 2153624106791477349_대림미술관.jpg;...#하이메아욘#jaimehayon ..#일곱가지숨겨진사연 ..#대림미술관#daerimmuseum.모든 꿈을 현실로 만들어내다!
2019-10-13 16.33.41 2153624106799906007_대림미술관.jpg;...#하이메아욘#jaimehayon ..#일곱가지숨겨진사연 ..#대림미술관#daerimmuseum.모든 꿈을 현실로 만들어내다!
